internal_id,external_id,image_external_id,image_file,image_path,image_url,ID方式,external_id状態,英傑名,職,職業,コスト,因子1,因子2,因子3,因子4,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,ID対応状況,ID対応方法,ID元英傑名,育成技能1,育成技能2,育成技能3,追加更新,技能,詳細,確認状態,主キー運用,external_id運用メモ
EIK_0169,66263990,66263990,66263990.webp,images/eiketsu/66263990.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/66263990.webp,独自ID,元サイトIDあり,真田幸村,侍,侍,7,武芸,剣豪,対象外,対象外,28511,18590,2901,1365,1394,1345,2045,1114,1088,1130,1107,ID確定,英傑名完全一致,真田幸村,器用上昇率向上Lv.2,腕力上昇Lv.1,,2020/10/5,日本一の勇猛,選択した敵単体へ強力な間接攻撃を行い、さらに敵全体にも間接攻撃を行う。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0170,6341653,6341653,6341653.webp,images/eiketsu/6341653.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/6341653.webp,独自ID,元サイトIDあり,遠山景任,鍛冶屋,鍛冶屋,6,鉄砲鍛冶,知将,対象外,対象外,24235,11312,2137,1324,2222,733,1753,664,735,878,738,ID確定,英傑名完全一致,遠山景任,耐久上昇Lv.1,,,2020/10/5,雷閃貫頭,敵単体に挑発を受けても攻撃対象を選べ、結界の影響を受けない強力な間接攻撃を行う。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0171,56762563,56762563,56762563.webp,images/eiketsu/56762563.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/56762563.webp,独自ID,元サイトIDあり,浅井久政,神主・巫女,神主/巫女,7,神道,野心家,対象外,対象外,27881,17840,2205,1429,1736,1769,1757,1194,1165,1171,1243,ID確定,英傑名完全一致,浅井久政,気合修練上昇Lv.2,,,2020/8/31,冥葬の神弓,ランダムな敵5体に無属性の術攻撃を行い、標的をランダム化させる。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0172,722617,722617,722617.webp,images/eiketsu/722617.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/722617.webp,独自ID,元サイトIDあり,足利義昭,神主・巫女,神主/巫女,7,雅楽,野心家,対象外,対象外,27537,15302,1553,1512,1145,2020,1946,1156,1051,995,1063,ID確定,英傑名完全一致,足利義昭,気合修練志向Lv.5,魅力上昇Lv.3,,2020/8/4,包囲令,味方全体の攻撃力、防御力を上げ、特定妖術の予備動作を省く。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0173,63551413,63551413,63551413.webp,images/eiketsu/63551413.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/63551413.webp,独自ID,元サイトIDあり,北条幻庵,僧,僧,7,仏門,長寿,対象外,対象外,24242,18048,1571,1545,1085,2311,2136,1169,1226,1119,1192,ID確定,英傑名完全一致,北条幻庵,魅力上昇Lv.5,生命上昇Lv.3,,2020/8/4,幻庵の導き,味方全体の生命力を回復し、攻撃力、知力、魅力を大幅に上げる。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0174,79067803,79067803,79067803.webp,images/eiketsu/79067803.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/79067803.webp,独自ID,元サイトIDあり,明智光安,神主・巫女,神主/巫女,7,古神道,勇将,宿将,対象外,25906,28206,1488,1305,1308,1765,1935,1334,1200,1137,1378,ID確定,英傑名完全一致,明智光安,気合上昇Lv.2,,,2020/6/30,桔梗の装い,敵全体を確率で長時間魅了する。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0175,36438596,36438596,36438596.webp,images/eiketsu/36438596.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/36438596.webp,独自ID,元サイトIDあり,織田信長,侍,侍,8,武芸,野心家,対象外,対象外,27435,17496,2678,1392,1533,1492,1975,1061,1088,1507,1055,ID確定,英傑名完全一致,織田信長,生命上昇率向上Lv.3,,,2020/6/29,天下夢幻,敵全体に無属性術ダメージと気合ダメージを与える。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0176,19311882,19311882,19311882.webp,images/eiketsu/19311882.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/19311882.webp,独自ID,元サイトIDあり,明智光秀(十七),僧,僧,7,密教,野心家,対象外,対象外,27584,16724,1435,1325,1107,2298,1886,2129,537,506,1995,ID確定,英傑名完全一致,明智光秀(十七),知力修練上昇Lv.2,,,2020/5/29,雷槍乱舞,敵全体に土属性の準備なし妖術を放ち、器用さ・知力・魅力を下げる。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0177,63525887,63525887,63525887.webp,images/eiketsu/63525887.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/63525887.webp,独自ID,元サイトIDあり,立花誾千代,侍,侍,7,武芸,女傑,対象外,対象外,29049,15934,2187,1392,1366,1371,1748,1220,1033,1023,1002,ID確定,英傑名完全一致,立花誾千代,土属性上昇率向上Lv.2,,,2020/4/22,雷切一閃,敵単体に近接攻撃を行い、敵全体にも土属性の術ダメージを与える。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0178,43133226,43133226,43133226.webp,images/eiketsu/43133226.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/43133226.webp,独自ID,元サイトIDあり,徳川家康,侍,侍,8,軍学,世渡り上手,対象外,対象外,30949,16448,1675,2048,1603,1933,1864,1617,1183,1115,1223,ID確定,英傑名完全一致,徳川家康,耐久上昇Lv.3,,,2020/3/30,究極の忍耐,味方全体の物理耐性と妖術耐性を上げ、属性呪詛を解除。さらに味方全体の生命力と気合を回復。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0179,87334979,87334979,87334979.webp,images/eiketsu/87334979.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/87334979.webp,独自ID,元サイトIDあり,森田浄曇,侍,侍,6,軍学,長寿,対象外,忍び,25297,12834,1076,1385,1460,1831,1615,906,896,851,911,ID確定,英傑名完全一致,森田浄曇,気合上昇Lv.1,知力上昇Lv.1,,2020/3/30,伊賀流霧隠れ,味方全体の命中力と回避力を上げ、ウェイトを減少。看破や上書きされるまで効果が継続。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0180,39707555,39707555,39707555.webp,images/eiketsu/39707555.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/39707555.webp,独自ID,元サイトIDあり,百地三太夫,忍者,忍者,8,忍法,忍び,対象外,対象外,31990,15649,2745,1515,2139,1667,2002,952,1337,960,1032,ID確定,英傑名完全一致,百地三太夫,器用上昇Lv.3,,,2020/3/27,滅,敵単体に守護術の影響を受けない近接攻撃を行い、気合ダメージを与える。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0181,20844387,20844387,20844387.webp,images/eiketsu/20844387.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/20844387.webp,独自ID,元サイトIDあり,本多忠勝,侍,侍,6,武芸,猛将,対象外,対象外,23409,12143,1921,851,1150,922,1409,688,698,682,826,ID確定,英傑名完全一致,本多忠勝,生命修練志向Lv.1,腕力修練志向Lv.1,,2020/3/27,天下無双撃,敵単体に強力な五連撃を行う。命中力、回避力を下げ、ウェイトを増加させる。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0182,31990558,31990558,31990558.webp,images/eiketsu/31990558.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/31990558.webp,独自ID,元サイトIDあり,武田信玄,僧,僧,8,仏門,神仏の徒,対象外,対象外,30437,16408,1696,1931,1171,1955,2213,2045,1226,1342,1192,ID確定,英傑名完全一致,武田信玄,魅力上昇Lv.3,土属性上昇率向上Lv.1,,2020/3/4,甲州軍学・山,敵全体を一定時間行動不能にする。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0183,44187149,44187149,44187149.webp,images/eiketsu/44187149.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/44187149.webp,独自ID,元サイトIDあり,宇佐美定満,陰陽師,陰陽師,7,仙道,知将,才腕,対象外,24886,15240,2602,1348,1359,2123,1968,2224,1033,1006,1082,ID確定,英傑名完全一致,宇佐美定満,土属性上昇Lv.2,,,2020/3/4,宇佐美流軍学,味方全体の防御力、命中力、回避力を上げ、ウェイトを減少させる。また、自身の攻撃力を上げる。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0184,22185891,22185891,22185891.webp,images/eiketsu/22185891.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/22185891.webp,独自ID,元サイトIDあり,真田幸隆,忍者,忍者,7,暗殺術,知将,対象外,対象外,26843,14517,2739,1149,1689,1191,1812,1413,1003,1040,1048,ID確定,英傑名完全一致,真田幸隆,器用修練上昇Lv.5,気合上昇Lv.2,,2020/3/4,甲州軍学・山,敵全体を一定時間行動不能にする。,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0185,77547453,77547453,77547453.webp,images/eiketsu/77547453.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/77547453.webp,独自ID,元サイトIDあり,お市(婚礼),陰陽師,陰陽師,8,仙道,内助の功,対象外,対象外,30112,15849,957,1716,1512,2653,2715,1973,2713,1761,1907,ID確定,英傑名完全一致,お市(婚礼),気合修練志向Lv.3,,,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0186,81200268,81200268,81200268.webp,images/eiketsu/81200268.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/81200268.webp,独自ID,元サイトIDあり,伊達政宗(新星),侍,侍,8,武芸,猛将,対象外,野心家,35236,17496,2611,1556,1547,1250,2709,976,903,1023,917,ID確定,英傑名完全一致,伊達政宗(新星),生命上昇Lv.3,生命修練上昇Lv.3,魅力修練上昇Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0187,16037987,16037987,16037987.webp,images/eiketsu/16037987.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/16037987.webp,独自ID,元サイトIDあり,今川義元(周年),神主・巫女,神主/巫女,8,神道,明敏,野心家,対象外,34520,24328,3268,1837,2135,2527,3066,2161,2131,2564,1991,ID確定,英傑名完全一致,今川義元(周年),腕力上昇Lv.5,生命上昇Lv.3,腕力上昇率向上Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0188,67346074,67346074,67346074.webp,images/eiketsu/67346074.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/67346074.webp,独自ID,元サイトIDあり,斎藤道三(巳),侍,侍,8,武士道,才腕,野心家,対象外,37637,21747,2295,2249,2016,2658,2949,2474,2418,2262,2345,ID確定,英傑名完全一致,斎藤道三(巳),耐久上昇Lv.5,魅力上昇Lv.3,生命上昇Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0189,47928819,47928819,47928819.webp,images/eiketsu/47928819.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/47928819.webp,独自ID,元サイトIDあり,雑賀孫市(陣羽織),鍛冶屋,鍛冶屋,8,鎧鍛冶,飛道具使い,対象外,対象外,32983,15101,1892,2263,1480,1029,2129,995,979,1441,987,ID確定,英傑名完全一致,雑賀孫市(陣羽織),耐久修練上昇,,,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0190,32136315,32136315,32136315.webp,images/eiketsu/32136315.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/32136315.webp,独自ID,元サイトIDあり,三好長慶(生殺),薬師,薬師,8,医学,明敏,野心家,対象外,35377,24213,1768,1742,2197,2894,3016,2541,2577,2553,2444,ID確定,英傑名完全一致,三好長慶(生殺),知力上昇率向上Lv.5,知力修練志向Lv.3,魅力上昇Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0191,82815554,82815554,82815554.webp,images/eiketsu/82815554.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/82815554.webp,独自ID,元サイトIDあり,上杉謙信(野望),僧,僧,8,僧兵,鬼,対象外,神仏の徒,36386,19980,2771,2214,2111,2540,2792,1610,1670,1625,1604,ID確定,英傑名完全一致,上杉謙信(野望),生命上昇率向上Lv.5,耐久上昇率向上Lv.2,,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0192,78024326,78024326,78024326.webp,images/eiketsu/78024326.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/78024326.webp,独自ID,元サイトIDあり,織田信長(周年),侍,侍,8,軍学,野心家,対象外,対象外,37139,15850,2610,2229,2012,2847,2833,2032,2046,2843,2091,ID確定,英傑名完全一致,織田信長(周年),生命上昇率向上Lv.5,生命上昇Lv.2,,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0193,未確認,未確認,未確認,未確認,未確認,独自ID,元サイトID未確認,織田信長(覇王),武士道,侍,8,武士道,文化人,対象外,対象外,33705,19538,2276,1959,1667,1937,2275,1167,1125,1493,1101,英傑一覧(24).csvから追加,英傑一覧(24).csv基準,織田信長(覇王),火属性上昇率向上Lv.7,,,2026/05/23,,,英傑一覧(24).csvから確認,internal_id,未確認。internal_idで運用
EIK_0194,878980,878980,878980.webp,images/eiketsu/878980.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/878980.webp,独自ID,元サイトIDあり,真田幸村(新星),侍,侍,8,武芸,猛将,対象外,対象外,31201,17027,2812,1487,1435,1170,2534,891,1011,936,1033,ID確定,英傑名完全一致,真田幸村(新星),腕力上昇Lv.5,生命上昇Lv.3,生命修練志向Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0195,2122651,2122651,2122651.webp,images/eiketsu/2122651.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/2122651.webp,独自ID,元サイトIDあり,真田昌幸(吸血),忍者,忍者,8,忍術,知将,世渡り上手,対象外,34154,19136,2179,1539,1907,2859,2516,2017,2004,2189,2863,ID確定,英傑名完全一致,真田昌幸(吸血),知力上昇Lv.5,風属性上昇率向上Lv.3,知力上昇率向上Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0196,88881919,88881919,88881919.webp,images/eiketsu/88881919.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/88881919.webp,独自ID,元サイトIDあり,浅井長政(婚礼),侍,侍,8,武士道,勇将,対象外,対象外,35390,18009,1836,2078,1561,2058,2699,2719,1192,1077,1409,ID確定,英傑名完全一致,浅井長政(婚礼),腕力修練上昇Lv.3,,,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0197,72706956,72706956,72706956.webp,images/eiketsu/72706956.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/72706956.webp,独自ID,元サイトIDあり,足利義輝(野望),侍,侍,8,武士道,根性,剣豪,対象外,37357,20388,2831,2215,2016,1886,2602,2100,2081,1920,2036,ID確定,英傑名完全一致,足利義輝(野望),生命上昇Lv.5,腕力上昇Lv.3,生命修練志向Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0198,33108444,33108444,33108444.webp,images/eiketsu/33108444.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/33108444.webp,独自ID,元サイトIDあり,大友宗麟,鍛冶屋,鍛冶屋,8,鉄砲鍛冶,外交官,神仏の徒,対象外,36664,20304,3123,2228,2229,1756,3022,1834,1914,1820,2001,ID確定,英傑名完全一致,大友宗麟,腕力上昇率向上Lv.5,生命上昇Lv.3,魅力上昇Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0199,89730221,89730221,89730221.webp,images/eiketsu/89730221.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/89730221.webp,独自ID,元サイトIDあり,長宗我部元親(納涼),傾奇者,傾奇者,8,四象,洒落者,鬼,対象外,36508,19474,2976,1498,1933,1942,2394,2378,2992,2154,2272,ID確定,英傑名完全一致,長宗我部元親(納涼),腕力上昇Lv.5,腕力上昇率向上Lv.3,水属性上昇Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0200,82518778,82518778,82518778.webp,images/eiketsu/82518778.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/82518778.webp,独自ID,元サイトIDあり,長尾景虎,僧,僧,8,密教,明敏,神仏の徒,対象外,36410,20905,2511,2236,1881,2891,3039,2608,2618,2597,2593,ID確定,英傑名完全一致,長尾景虎,知力上昇率向上Lv.5,生命上昇Lv.3,知力上昇Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0201,70833849,70833849,70833849.webp,images/eiketsu/70833849.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/70833849.webp,独自ID,元サイトIDあり,長尾虎,僧,僧,8,僧兵,根性,忍び,対象外,36386,19267,3152,2185,2151,2540,2930,1882,2017,1875,1875,ID確定,英傑名完全一致,長尾虎,腕力上昇率向上Lv.5,魅力上昇Lv.3,生命上昇Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0202,6218471,6218471,6218471.webp,images/eiketsu/6218471.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/6218471.webp,独自ID,元サイトIDあり,徳川家康(東軍),侍,侍,8,軍学,野心家,対象外,世渡り上手,32705,18541,1675,2130,1676,2812,2870,1397,1407,1271,1430,ID確定,英傑名完全一致,徳川家康(東軍),知力修練志向Lv.5,魅力上昇率向上Lv.2,,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0203,30290743,30290743,30290743.webp,images/eiketsu/30290743.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/30290743.webp,独自ID,元サイトIDあり,武田信玄(野望),僧,僧,8,密教,猛将,野心家,対象外,33376,16724,1549,1855,1195,2738,2842,1850,1853,1786,1808,ID確定,英傑名完全一致,武田信玄(野望),知力修練上昇Lv.5,魅力上昇率向上Lv.2,,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0204,72522462,72522462,72522462.webp,images/eiketsu/72522462.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/72522462.webp,独自ID,元サイトIDあり,北条氏康(獅子),侍,侍,8,軍学,外交官,勇将,対象外,37139,20186,2381,2130,2187,2900,3001,2529,2578,2419,2641,ID確定,英傑名完全一致,北条氏康(獅子),耐久上昇Lv.5,知力上昇Lv.3,耐久修練志向Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0205,78096537,78096537,78096537.webp,images/eiketsu/78096537.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/78096537.webp,独自ID,元サイトIDあり,毛利元就,陰陽師,陰陽師,8,仙道,長寿,対象外,対象外,35338,17221,1082,1390,1430,2908,2400,1848,1757,1647,2963,ID確定,英傑名完全一致,毛利元就,知力上昇率向上Lv.5,知力上昇Lv.2,風属性上昇Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0206,45333757,45333757,45333757.webp,images/eiketsu/45333757.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/45333757.webp,独自ID,元サイトIDあり,おまつ(奇譚),忍者,忍者,7,忍術,忍び,女傑,内助の功,31526,20930,2285,1627,2422,2878,2889,2323,2161,2803,2585,ID確定,英傑名完全一致,おまつ(奇譚),知力上昇Lv.5,生命上昇Lv.3,火属性上昇Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0207,7891944,7891944,7891944.webp,images/eiketsu/7891944.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/7891944.webp,独自ID,元サイトIDあり,お江,薬師,薬師,7,医学,世渡り上手,内助の功,対象外,34157,20054,1056,1742,1945,2843,3070,2329,2110,2025,2046,ID確定,英傑名完全一致,お江,魅力上昇Lv.5,生命上昇Lv.3,魅力修練志向Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0208,52496334,52496334,52496334.webp,images/eiketsu/52496334.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/52496334.webp,独自ID,元サイトIDあり,ガラシャ(聖),陰陽師,陰陽師,7,召喚術,女傑,神仏の徒,対象外,34843,22477,1537,2020,1563,2903,3043,2599,2552,2785,2597,ID確定,英傑名完全一致,ガラシャ(聖),知力上昇率向上Lv.5,魅力上昇率向上Lv.3,知力上昇Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0209,15879504,15879504,15879504.webp,images/eiketsu/15879504.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/15879504.webp,独自ID,元サイトIDあり,ねね(和装),薬師,薬師,7,医学,内助の功,対象外,対象外,29521,16043,827,1477,1104,2483,2871,1412,1133,1147,1106,ID確定,英傑名完全一致,ねね(和装),魅力上昇Lv.2,,,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0210,未確認,未確認,未確認,未確認,未確認,独自ID,元サイトID未確認,まつ(兎忍),忍術,忍者,7,忍術,内助の功,対象外,対象外,32314,14950,1670,1239,2028,2729,2870,1467,1400,1642,1668,英傑一覧(24).csvから追加,英傑一覧(24).csv基準,まつ(兎忍),魅力上昇Lv.5,生命上昇Lv.2,,2026/05/23,,,英傑一覧(24).csvから確認,internal_id,未確認。internal_idで運用
EIK_0211,12302560,12302560,12302560.webp,images/eiketsu/12302560.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/12302560.webp,独自ID,元サイトIDあり,もののふ小町,侍,侍,7,武芸,根性,世渡り上手,対象外,34160,18121,2522,1651,1449,1358,2167,1474,2491,1626,2437,ID確定,英傑名完全一致,もののふ小町,魅力上昇Lv.3,生命上昇率向上Lv.1,,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0212,未確認,未確認,未確認,未確認,未確認,独自ID,元サイトID未確認,愛姫(特別),忍者,忍者,7,忍法,対象外,対象外,対象外,25116,15934,2663,1488,2334,1561,2002,1046,1050,1056,1135,未確認,ID付きCSV/eiketsu.json側に完全一致・空白除去一致が無い,愛姫(特別),火属性上昇Lv.2,,,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,未確認。internal_idで運用
EIK_0213,39430243,39430243,39430243.webp,images/eiketsu/39430243.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/39430243.webp,独自ID,元サイトIDあり,梓,忍者,忍者,7,忍法,女傑,対象外,忍び,27231,12803,2663,1239,2120,1060,2183,854,858,864,2610,ID確定,英傑名完全一致,梓,器用修練志向Lv.2,,,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0214,20643667,20643667,20643667.webp,images/eiketsu/20643667.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/20643667.webp,独自ID,元サイトIDあり,遠足娘まり,傾奇者,傾奇者,7,殺陣,明敏,女傑,対象外,37958,21727,3381,1998,2585,2553,2932,2457,2622,2580,2611,ID確定,英傑名完全一致,遠足娘まり,腕力上昇Lv.5,器用上昇Lv.3,腕力修練志向Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0215,72339164,72339164,72339164.webp,images/eiketsu/72339164.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/72339164.webp,独自ID,元サイトIDあり,加藤清正,鍛冶屋,鍛冶屋,7,鎧鍛冶,猛将,鬼,対象外,37930,21171,3034,2445,1886,2036,2366,2053,2130,1879,1996,ID確定,英傑名完全一致,加藤清正,腕力上昇Lv.5,耐久上昇Lv.3,生命上昇Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0216,792249,792249,792249.webp,images/eiketsu/792249.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/792249.webp,独自ID,元サイトIDあり,帰蝶,忍者,忍者,7,忍術,内助の功,女傑,対象外,31789,20780,2250,1640,2407,2915,2796,2323,3080,2483,2585,ID確定,英傑名完全一致,帰蝶,知力上昇Lv.5,水属性上昇Lv.3,知力修練志向Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0217,39357702,39357702,39357702.webp,images/eiketsu/39357702.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/39357702.webp,独自ID,元サイトIDあり,宮本武蔵(涼),侍,侍,7,軍学,剣豪,鬼,対象外,36858,20635,2857,2196,2507,2004,2311,1593,2224,1538,2274,ID確定,英傑名完全一致,宮本武蔵(涼),生命上昇率向上Lv.5,器用上昇率向上Lv.3,生命上昇Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0218,57074803,57074803,57074803.webp,images/eiketsu/57074803.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/57074803.webp,独自ID,元サイトIDあり,蛍(吸血),鍛冶屋,鍛冶屋,7,鉄砲鍛冶,鬼,飛道具使い,対象外,34598,18316,3022,2210,2303,1337,2598,1824,1904,1779,2001,ID確定,英傑名完全一致,蛍(吸血),腕力上昇率向上Lv.5,生命上昇Lv.3,腕力上昇Lv.1,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0219,35258770,35258770,35258770.webp,images/eiketsu/35258770.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/35258770.webp,独自ID,元サイトIDあり,後藤又兵衛,鍛冶屋,鍛冶屋,7,鎧鍛冶,猛将,根性,対象外,37270,20134,1999,2202,1610,1018,2267,1182,1256,1129,1177,ID確定,英傑名完全一致,後藤又兵衛,生命修練志向Lv.5,耐久上昇率向上Lv.2,,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
EIK_0220,9384777,9384777,9384777.webp,images/eiketsu/9384777.webp,https://tenka1game.com/nobon-jinpo/images/eiketsu/9384777.webp,独自ID,元サイトIDあり,江里口信常,傾奇者,傾奇者,7,殺陣,猛将,対象外,対象外,28859,13877,2530,1266,1323,1580,1520,1117,1049,1061,1088,ID確定,英傑名完全一致,江里口信常,生命修練上昇Lv.2,,,対象外,対象外,対象外,ZIP内get_data.csvから確認／画像IDはZIP内に列なし,internal_id,照合用のみ
